c6i.2xlarge	515	0.127700	0.174200	0.15747495145631055	0.157400	0.172200
c7a.2xlarge	563	0.155600	0.285400	0.21891563055062163	0.213300	0.276500
c7i.2xlarge	504	0.126600	0.181200	0.1631281746031746	0.164900	0.176800
c7i.xlarge	472	0.065800	0.080500	0.07234004237288133	0.071800	0.079200
g4dn.xlarge	532	0.190500	0.220800	0.20535808270676692	0.205200	0.217400
m7i.2xlarge	549	0.153000	0.195400	0.17737085610200362	0.179600	0.191800
