g4dn.xlarge	0.5260000000
c7i.xlarge	0.1785000000
c7i.2xlarge	0.3570000000
c7a.2xlarge	0.4105600000
c6i.2xlarge	0.3400000000
m7i.2xlarge	0.4032000000
