2026-01-26	4	0	0	0
2026-02-01	1	0	0	0
2026-02-03	9	0	0	0
2026-02-05	1	0	0	0
2026-02-12	3	0	0	2
2026-02-13	3	0	0	0
2026-02-16	1	1	1	0
2026-02-18	2	0	2	0
2026-02-19	1	9	1	0
day	launch_ok	failed_launch	spot_interrupt	scale_to_zero
